"SourcePath","Bytes","Extension","Sha256","Decision","Reason","TargetPath","TargetSha256"
"4.7-inch(684x1216)_ebook/.cache/clangd/index/book_storage.c.78303FF94A5AB3C5.idx","2566",".idx","ea606488ceafa9af1c6b4ffa3da67efefe9e31a3b846a229b04a338e588a3ded","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/book_storage.c.ADD2298C94BDCE13.idx","2546",".idx","7bc49f1efc196e63f438a4a2a7d14955e3d90930d95fc8a19510ac966d304d1d","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/book_storage.h.68664E86B54F7077.idx","1278",".idx","9245975645cac209d65e5ee6688f8748de5b97e0ec5729ea96b1c241dc4efbe7","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/book_storage.h.92C3C9A5A19970D0.idx","1270",".idx","8e6c61b17415d8edf11fcef25aba737157ccd6d8ddc04d1bd84d4537b2d60b9e","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/builtin_waveforms.c.4F1399E3D981974E.idx","1404",".idx","70d49e5e4580c1a3bb00948599eb257def2381afb9259c6e4c33aaa43a53fd39","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/builtin_waveforms.c.5022DEADA5568F1B.idx","1480",".idx","6c38773cea2757b8fbcfc617db19c26147dfba05f9136989928f308c7ed5fdc8","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/colorLED_sk6812.c.608A19341D750E1A.idx","4406",".idx","1909c3fa0b74e3debb7023113c89e472ecc163053f049a91df431bf111b716f6","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/colorLED_sk6812.c.7C30DFEC9ACD86A6.idx","4410",".idx","df44f0393d71512a08b9b27b4fa6ae083129ad85284fe784108d93c90ce8b73a","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/colorLED_sk6812.h.7D57015636012A99.idx","2408",".idx","04cbb36c759a7534a3cefc72e66fda4710b1dd4653f04a9971d9fc842dbb3371","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/colorLED_sk6812.h.DD0FEF6EC7A787E9.idx","2542",".idx","7962a045c9ee8c6e14348f86bb94c930a1e0a7dd5145dfe834fcb2c5c2fbc2ee","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/diff.S.04D68045409B7EDA.idx","570",".idx","3f61d0e9ca3c11ebc4f448b9eedaff7e686924e7a29c91eb4128da8a73cdc225","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/diff.S.7169A6A2433536CE.idx","562",".idx","04cd36fde267706877ea8a7c2be07dc0bece10edda6cdac6b07bf1f36c50b58c","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/displays.c.92329FEF1C777D09.idx","2228",".idx","15ac784092c8a4af86e177928f0936c7fb91932f221eb1ba7ca487e325e6ee84","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/displays.c.B9331FF71A925676.idx","2410",".idx","b0b8c7b7ec195459fa854516794189b787e2c8b0812e642cf86a419169114135","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/dragon.h.6E8583C2C0C4F2CC.idx","468",".idx","af000569f139d84bc6109147ab78736c66f04b3af5479d557035c67d74aab196","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/dragon.h.757F50025A45C5AD.idx","476",".idx","70b30ba05064e88005a8598ab316dbc5977a44548a9c9a20035bf8194c5afa74","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/ebook_engine.c.33995E1BB28B9EEE.idx","7804",".idx","6434f221e42b74908e3ec4992eb5619523ef166a7724cc49096d8be32927f3f7","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/ebook_engine.c.F9F90027DD6841C4.idx","7824",".idx","08af95745dc9ef8d1d9ed3a047c9e0d9573795043ee6cd67a002d9599dd55fbc","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/ebook_engine.h.04150CC48E96AA23.idx","2612",".idx","22928c2fb36690daad1b36c20133c8fc3619ccdde12c2ac59549d924f6a4aa30","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/ebook_engine.h.0F6B726B7E36E0C7.idx","2740",".idx","d58d5d8263decd0bbf8b1312d90dbdbd7438fa02d167ae9d7722f0b37aade514","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board.c.6F8558ED18FD9A9B.idx","3224",".idx","60e04c90f9ec8c6fc2d91c710e76032e7ffff4f3cec0ed04d4414a7b858c1770","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board.c.D49E86DD459082D3.idx","3310",".idx","fb80373ba54e41f8f808ee79d5c7d852591680d29724c03603406d33806ecda0","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board.h.0C210F806708CE24.idx","3570",".idx","7a9c4806884508b6edc9e292c5b49879a50177ceea23936fe322547f99316d04","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board.h.4B62892225E0EEA0.idx","3582",".idx","2ad8cb58844536664f5427572dfaf4c0ab62045818e1758ea266b3c5dc0cee41","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board_common.c.58F34F4E49360B5F.idx","2036",".idx","ada7d8f7db93df26b7fc817797d902039ccfc535d1a097aa4f7e32ccdcc1badc","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board_common.c.5EA74F8599DB2A2A.idx","2144",".idx","8d714a55123d17da9786b4e3198100847a60ce1d212646d327ba8561de7368a0","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board_specific.h.642D0E7F402C2F26.idx","1642",".idx","5bf022ec13b2ea005ed820dddb34cc6aa94f5938e958f741380cb2262bc6cddf","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board_specific.h.F4123CEC06C15006.idx","1558",".idx","705a161e5ba376c0aa46ebf2afd2bab94f68bab4b9fe7094ae4a50317ef3ff29","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board_v7.c.372733E4B728A840.idx","12496",".idx","d0823ff79567600a989554be285b43cd20f0a2dcf6006980c33311c77107752f","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_board_v7.c.953310CA032784B4.idx","11814",".idx","7ad5499d130589303624623edd58f5b2324931c6ea49bb7b205a3a5a44318393","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_display.h.E382136E2505094D.idx","2310",".idx","09db386500152bcec3611fa456d02df5ef6d2ac94570ec9288d0156357555968","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_display.h.E384B2EF22E7B416.idx","2158",".idx","ff8dca39c90e9255a97b2be05159d58503ae5abd07324c43e4c9205098334beb","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_highlevel.h.69734B74285EDD37.idx","4878",".idx","636b61359727b76b217579b19dfbb30407c9043a5e8b080c11d630c292c724a8","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_highlevel.h.BE759BAED7C19A83.idx","4864",".idx","b03c3edb5da1dc8a502a5ea0e9cdba6d178d3c59f595535ccd5b221fc57464e0","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_internals.h.32F99C04060B0D2B.idx","4176",".idx","b8a6618074b8949b9344a61e56e9537089f2a873df0671109cc016f496dad20c","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epd_internals.h.42A5E3A5561464CE.idx","4158",".idx","17cb115eb223e270136bb083440d218d8ac79881d6468fb9022a36cbf17759ee","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy.c.2C292C85FF1D8A2D.idx","15666",".idx","788f69e072f0ee910de896e0e4250e46b243c8d14d35ddeedeb1000cbc6dc53d","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy.c.D51D02485BEA20F8.idx","15916",".idx","e52c48c0b5c9fa24453f7e9076594c475f13dd96a7b38a52afa4abc352765240","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy.h.01889E62F097DD21.idx","27540",".idx","1079c5fc59e7d237b48fb8f0da68e31618e238495f6418aa448cf2d3e7eb599d","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy.h.E51647DA60DD9453.idx","27592",".idx","b896bde3c78d0c92e00bb03b68379ba677e342141b4bf223bd7382991f47f3e9","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED047TC1.h.1DC9F58DD5C1ACAA.idx","4506",".idx","6a85a5aec0c037a54cfa816228ff733f22a33f272107b4ab305785ff8156912b","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED047TC1.h.E546329811FF1DE4.idx","4492",".idx","90ce17af444cac63bdeaa8d4e0c5ad1ffee54404fe348e54d21c6e5df903613f","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED047TC2.h.39652F69B46F61F7.idx","8804",".idx","118d93d4adf77cb04eba547d246bf1b076e3a5a87d4567cf4afc4c4903880785","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED047TC2.h.FA4C23B1DB7B0C4A.idx","8818",".idx","caf5def715e1e0536726aa388c9e8b2b23f943f161bf58990b92077b210d29b2","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED060SC4.h.0D3D9F3167A87F64.idx","4506",".idx","3abf579bb79e2a512abc0a1cec0b47dc046b2a6d0aaa4a3c1bf25f8466feadd1","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED060SC4.h.2B0812A8244186C9.idx","4492",".idx","328c3487dc0b14e0f2f689c2f5c8c67204ce1d4476427de1936b7b318d369ad0","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED060SCT.h.2EAB81F3D0DF0016.idx","4492",".idx","7b1d0fb9ba5c57dd2ff4c97554a70addad07ee083adc6a6e9beff552b3c527c1","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED060SCT.h.5CD143EB56503CC5.idx","4506",".idx","5abfe35996fff8603138951c2b30c6ae079639c9c31561d735825f07b146a965","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED060XC3.h.6006AC8D955BE7A8.idx","4492",".idx","11a60461fccd441a6a9f835ae37376620e5c72d03b89bec099a8d68d60e9abcf","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED060XC3.h.758E82769C1043EC.idx","4506",".idx","50b6b6a250f1a39b67a4e26445a646d7f504cd5bb27317cc49445f8f472e1883","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED097OC4.h.8BC4E1C34BBAC2B6.idx","4492",".idx","8d6d1e2bb60c295576e073cf562ec19f0f0f98f3a82b4edcfd1fb15ee85c024d","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED097OC4.h.B4F4BC68289D93B8.idx","4506",".idx","f12581500c77d6379e84344907cc7458a3ab9749d9ca6172d5b80ecff277cba6","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED097TC2.h.1D01A177B9A020A1.idx","4492",".idx","c882e76257b84e3155bf6de77a81fb5387269f92ab51fcdd68d29c365bec5a68","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED097TC2.h.9FB4DE375F77A7E7.idx","4506",".idx","29ff50520027f41532ba5f40c3f2673857379addde0e9f4541e82f46b5c5e253","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED133UT2.h.1384B09027A50407.idx","4492",".idx","ab321808c7996a894dc2ef2a2c0983736e530bb496bc9c5903318c8ea8c4f28a","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_ED133UT2.h.2A30D4F49D9DB371.idx","4506",".idx","89c3b4aadcbe049b356eda1fd3d60012c7cc624c1af41b2860c61f237e3aaaea","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_NULL.h.32225D7C6937F5EA.idx","4384",".idx","4a469cefd9aa454aeee5776abfa65046621b414f2e60543165da34d03d064c49","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/epdiy_NULL.h.E24FFF57EABC04E2.idx","4370",".idx","73b0899374e5025c09453205c43fbadc15429891a5b463aa88feac7fa040a42d","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/event_bus.c.BFACA47C7970D740.idx","718",".idx","491ffb4651ed30332a175c1f73b753b6a073db81f88c157c774cd0f4279345dd","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/event_bus.c.DF3A629C8AA1D38D.idx","704",".idx","ce06ba8155b72d7aa94b869b6633d39bc49b69ca6388dd8911872c569cedd487","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/event_bus.h.19B313D5AEE7BB01.idx","786",".idx","3354c8de89864b74d03eb57c00c26e8b0eb4f2960c43a5b4cf160c1a89ead8f1","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/event_bus.h.C16F255EB186B3C0.idx","852",".idx","87acd25d03c927bebc8278a3c1891074bce10fc3d0db2022b6e02ce2e0ded4da","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/factor_test.c.1D4763257D31E62F.idx","5622",".idx","b68d6df1381f38af1f0e6bd93486e3e05c004e84529bc797d10e498cf42da0a7","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/factor_test.c.907B6CA9EAC2EBC8.idx","5458",".idx","ed20beb04377322ab2db2a77d330b234c947e4e95d4c86142d4b3f274deabee5","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/factor_test.h.38D1A3BBAC5FEFA8.idx","828",".idx","8ad39afdba5433f32b570dc5f74c0079deab5422565192ec63f10651dbeba143","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/factor_test.h.3993948643C0C834.idx","814",".idx","6d1a161c571baab280034e9a8f4b54e9bad3354e37233a245ce7368c35912b4a","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/font.c.7960CF45CF4FCE3F.idx","9364",".idx","3652647e2da43b16c366407f38015c87193cdf2239b81223f58b8816f3844afa","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/font.c.986C8E616DCC6202.idx","8778",".idx","2b7038df32c935e4c8b54a670d0e359508da4ead4a03815a999be063c7614797","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/highlevel.c.9AF0191A2223AC76.idx","7700",".idx","a9336e23ae21d7aa5f99e8b6c79601853659c8cd19eabb465a92fa44fe202999","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/highlevel.c.B310015E2FD52B19.idx","7678",".idx","2dfa0b497e1e52aa6c7356d9a396d77373ead23ba5f1713a1ec890327025fbd9","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/i2s_data_bus.c.7FE7BB176C935282.idx","556",".idx","4f954034cef0c1ac9b88ed355f27bf07d9c349ba64339cb0303e883ac6fe25ea","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/i2s_data_bus.c.FA14B450EB700002.idx","538",".idx","674594cdb99d113d9ce800e409233c38d20262ab60266930d74f14643c777193","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/i2s_data_bus.h.080BF3D4CFA9004A.idx","3144",".idx","03adddc6c758a22c71a61464bce1d3fdcdbaaebdd434977f96203b35c613a321","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/i2s_data_bus.h.DCC7CBB6DD4D301D.idx","3140",".idx","e69b8c4f275404fa097d4323096ab1340d953b7842619be62883ee52b89a8b6e","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/image_storage.c.CCF5150303FE0C61.idx","5820",".idx","09211b36a3acd21a7ff27c5626c8637585d8384fd8a77aea64809311ad33e31a","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/image_storage.h.D46B2E6EDD236D11.idx","2310",".idx","ed24836235d4a901662f2db4f2b3bf4af7b13a67c3637cc239d564d16c7525a6","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/key_manager.c.11B683A78486549B.idx","3402",".idx","2351bdd417e0ea52ac433732719f29a0d3aee76e8ca7e94b3acae05f8b573b57","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/key_manager.c.EB1A671663B8CB7A.idx","3416",".idx","e945f6785ad769dafda06efcb64d0327e2bda56bad4742ba5bebc8a29fb1b2dc","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/key_manager.h.245B6B484F8AEE08.idx","1080",".idx","9ba14e9ff24139b0954d8a54f35cced95a87ee8fa8f47562115c0b9277d109e9","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/key_manager.h.5B2F361548E2B2B5.idx","1074",".idx","e71153bb9460ffe6cc1729fbe34a92925de072a5ff33d9a997192f40386cb8ca","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lcd_driver.c.5658069CFFBC3D4E.idx","29086",".idx","c378146a6c24921338151d83d18c180be9b0ca64ca8b9dbb91a9759ad44394ff","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lcd_driver.c.72022B3B9800D5F7.idx","27828",".idx","a51c71284fd476a872d476f50b44d0db315423ad0984d3d58240d68afeed8224","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lcd_driver.h.A479F391BE9B9431.idx","2900",".idx","4b67cc130c8c65d7c05c785b33e60ce3df511b9bd147d7b8fd488cd1a24769b7","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lcd_driver.h.C963FA2F476A55CF.idx","3044",".idx","5f89d1bbae2c06b76cb1d41781405d5f9651eec5773b5417222eae7f1c6addaf","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/line_queue.c.B1AA6729092AF4F8.idx","3434",".idx","9c356c70a6398ad6831870626ad2176ad385e3912668f9f6c6b3aa0a475b16c7","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/line_queue.c.CE770ABC8B24CFFB.idx","3054",".idx","3d386e3e418ce25cf7a9892da80518f4032771ce6094959ace0def92b8694d01","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/line_queue.h.69C3D265A20C1134.idx","2420",".idx","fedfd32f7d985cc66310a3dc3e5a67a5362b241c25cca2d8cd7a0b2d8f56f0f0","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/line_queue.h.F19454C8B593C56F.idx","2386",".idx","feb531a3b29488617cfb56e2e87d8b640af3701a7e8a8f7ae9458932d3e7b414","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lut.c.8DE0EFBD7A7A3A2A.idx","7772",".idx","14ae76959a573895e3ba33d291d954b0e2afa2fc4d3e234a31b1645eba745827","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lut.c.BA5C720E931D8734.idx","8146",".idx","5022c59cf02f3a110a8b441271e7cb5ec066612ba8e894065706424fb21c7681","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lut.h.485E10C56F1B6E85.idx","2348",".idx","75eed01e5925db476399be8f6710716ce3695ad986397d93204eb51ca53553b1","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lut.h.75633597FCEEDA24.idx","2374",".idx","93c3af391c6cf048997db7a46f8b5d71ba87b7b86d37c054a162efea10185dfc","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lut.S.1D189A02E40AA953.idx","582",".idx","f7061e33be2eb8ac0431b6189e5ae1861a6d52b80667d3c072305edac7ccd562","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/lut.S.ED24C9CECA368B84.idx","574",".idx","8b3ac776236a77ccd607de6b52084549774e5913e421cc771efa34b622872a8d","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/main.c.6DABF9C332615450.idx","2760",".idx","dc314ab5e5e3476c41ef48725bf79fe08e3b6d5afe3fdd76650a752009eb35ea","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/main.c.976A86C8B76938F5.idx","2718",".idx","8e210b1f8d80e45e03f9b5399a477508cb786045a8eb023977646e5d9f40539d","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/my_chinese_font.h.0976C6FC0FBF0B57.idx","714",".idx","20add3ecfb08f6f0032c5f74af6936f8df9630b610c8f0348fd46810107fbee0","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/my_chinese_font.h.6D9EF2C43D09E9B1.idx","694",".idx","14343ca3b964f53f9be9da7c8be64281f2dc592bb83b6921a4d9af1d148482e9","Exclude","Generated local unknown-origin or backup file","",""
"4.7-inch(684x1216)_ebook/.cache/clangd/index/my_waveform.c.950B64A894DF6937.idx","1162",".idx","68114fe3c4370c3201655751b85cd0cd8588a4c79f3d8e86365631dcd73ec385","Exclude","Generated local unknown-origin or backup file","",""
